                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    151,                 0.4882,                0.34454,                0.87173,                0.99757,                0.97217,                  0.995,                0.83683,                0.84782,                0.45726,                0.84582,             0.00032077,             0.00032077,             0.00032077
                    152,                0.47565,                0.32848,                0.85901,                0.99138,                0.96154,                0.98395,                0.83896,                 1.2062,                0.65024,                0.94995,             0.00031986,             0.00031986,             0.00031986
                    153,                0.48203,                 0.3588,                0.87551,                0.98373,                0.96154,                 0.9691,                0.83262,                 1.1605,                0.68573,                0.90137,             0.00031896,             0.00031896,             0.00031896
                    154,                0.47439,                0.33998,                0.86331,                0.99245,                0.96154,                 0.9678,                0.82164,                 1.0278,                0.54445,                0.88834,             0.00031806,             0.00031806,             0.00031806
                    155,                0.45719,                0.33273,                0.86217,                0.99504,                0.95952,                0.97422,                0.84508,                 0.8452,                0.45339,                 0.8442,             0.00031716,             0.00031716,             0.00031716
                    156,                0.47814,                0.34112,                0.86445,                0.98673,                0.96154,                0.98395,                0.84632,                0.84728,                0.36936,                0.85521,             0.00031626,             0.00031626,             0.00031626
                    157,                0.46172,                0.33206,                0.86261,                0.96266,                0.95748,                0.98844,                0.83525,                0.95805,                0.39847,                0.89173,             0.00031536,             0.00031536,             0.00031536
                    158,                0.47375,                0.33579,                0.87132,                0.97498,                0.96154,                0.99033,                0.83122,                0.91941,                0.47337,                0.86093,             0.00031446,             0.00031446,             0.00031446
                    159,                0.45923,                0.33451,                0.86111,                0.99167,                0.96154,                0.96607,                0.80747,                0.95587,                0.44074,                0.90988,             0.00031356,             0.00031356,             0.00031356
                    160,                0.46846,                0.34242,                0.86685,                0.99323,                0.96154,                 0.9678,                0.81243,                 1.0246,                0.53094,                0.87906,             0.00031266,             0.00031266,             0.00031266
                    161,                0.46954,                0.35878,                0.86619,                0.99085,                0.96154,                 0.9678,                0.79866,                0.96568,                0.43249,                0.91121,             0.00031176,             0.00031176,             0.00031176
                    162,                0.47096,                0.34141,                0.87513,                0.99159,                0.96154,                0.96809,                0.81297,                0.85558,                0.34948,                0.88988,             0.00031086,             0.00031086,             0.00031086
                    163,                0.47197,                0.34161,                0.87897,                0.99183,                0.96154,                 0.9691,                0.84392,                0.88467,                0.36019,                 0.8838,             0.00030996,             0.00030996,             0.00030996
                    164,                0.48205,                0.34941,                0.87249,                0.99079,                0.96154,                0.96753,                0.81255,                0.89948,                 0.3844,                 0.8806,             0.00030905,             0.00030905,             0.00030905
                    165,                0.45662,                0.33721,                0.86511,                 0.9866,                0.96154,                0.96874,                0.82473,                0.93218,                0.37667,                0.88308,             0.00030815,             0.00030815,             0.00030815
                    166,                0.46025,                0.32694,                0.85944,                0.98934,                0.96154,                0.98528,                 0.8239,                 1.0017,                0.49504,                0.90472,             0.00030725,             0.00030725,             0.00030725
                    167,                0.44825,                0.32874,                 0.8616,                0.97997,                0.95879,                 0.9691,                0.80425,                 1.1551,                0.57546,                0.97828,             0.00030635,             0.00030635,             0.00030635
                    168,                0.44778,                0.32686,                0.86197,                0.98783,                0.96026,                0.96993,                0.85022,                0.81823,                0.42743,                0.89102,             0.00030545,             0.00030545,             0.00030545
                    169,                0.47228,                0.33631,                0.87916,                0.98666,                0.96131,                0.98275,                0.84652,                  1.047,                 0.4729,                0.94757,             0.00030455,             0.00030455,             0.00030455
                    170,                0.45925,                0.33179,                0.86067,                0.98933,                0.96154,                 0.9925,                0.83852,                0.97854,                  0.425,                0.91913,             0.00030365,             0.00030365,             0.00030365
                    171,                0.45281,                0.31996,                0.85726,                0.98146,                0.99433,                  0.995,                0.85043,                0.89352,                0.36453,                0.94158,             0.00030275,             0.00030275,             0.00030275
                    172,                0.44648,                0.32603,                0.85908,                      1,                0.98685,                  0.995,                0.84248,                 1.0722,                0.45004,                 1.0102,             0.00030185,             0.00030185,             0.00030185
                    173,                0.45057,                0.33314,                0.86113,                0.98159,                0.95932,                0.99033,                0.83165,                 1.0209,                0.48394,                0.99826,             0.00030095,             0.00030095,             0.00030095
                    174,                0.46579,                0.32417,                0.86841,                0.98949,                0.96154,                0.99033,                0.82708,                0.84321,                0.35172,                0.90774,             0.00030005,             0.00030005,             0.00030005
                    175,                0.44556,                0.31926,                0.86142,                0.99286,                0.96154,                0.99033,                0.84129,                0.98395,                0.45397,                0.94475,             0.00029914,             0.00029914,             0.00029914
                    176,                 0.4515,                 0.3251,                0.85514,                0.99395,                0.96154,                0.97285,                0.81073,                 1.0739,                0.46613,                0.96839,             0.00029824,             0.00029824,             0.00029824
                    177,                0.44086,                0.31816,                0.86309,                0.99371,                0.96154,                0.97365,                0.82109,                0.96578,                0.48948,                 0.9595,             0.00029734,             0.00029734,             0.00029734
                    178,                0.43814,                0.32717,                0.85183,                0.99069,                0.96154,                 0.9684,                0.81538,                 1.0421,                0.49542,                0.93925,             0.00029644,             0.00029644,             0.00029644
                    179,                0.43656,                0.30336,                0.85318,                0.98786,                0.96154,                 0.9656,                0.83221,                0.98164,                0.45711,                0.94927,             0.00029554,             0.00029554,             0.00029554
                    180,                 0.4562,                0.32268,                0.86416,                0.98473,                0.96036,                0.96607,                0.82388,                0.93327,                0.47315,                0.89959,             0.00029464,             0.00029464,             0.00029464
                    181,                 0.4462,                0.31672,                0.86537,                0.98776,                0.96154,                0.96809,                0.82182,                 1.0461,                0.49172,                0.92212,             0.00029374,             0.00029374,             0.00029374
                    182,                0.44187,                0.31566,                0.85584,                0.99345,                0.96154,                0.96683,                0.82392,                0.94883,                0.51598,                0.87825,             0.00029284,             0.00029284,             0.00029284
                    183,                0.44658,                0.31298,                0.85754,                0.99233,                0.96154,                 0.9656,                0.81424,                0.95578,                0.49276,                0.86914,             0.00029194,             0.00029194,             0.00029194
                    184,                0.44805,                0.31517,                0.86439,                0.99136,                0.96154,                0.97456,                0.83407,                0.96238,                0.51151,                0.91525,             0.00029104,             0.00029104,             0.00029104
                    185,                0.43596,                0.31293,                0.85506,                0.99346,                0.96154,                0.97285,                0.83692,                0.95896,                0.48192,                 0.8821,             0.00029014,             0.00029014,             0.00029014
                    186,                0.42888,                 0.3107,                0.85541,                0.99029,                0.96154,                0.97092,                0.83205,                 1.0306,                0.50196,                0.91189,             0.00028923,             0.00028923,             0.00028923
                    187,                0.41933,                0.29566,                 0.8485,                0.98678,                0.96136,                0.97365,                0.85074,                0.99872,                0.48537,                0.90552,             0.00028833,             0.00028833,             0.00028833
                    188,                0.44791,                0.32068,                 0.8678,                0.98634,                0.96033,                0.97365,                0.83455,                 0.9224,                0.48157,                0.88398,             0.00028743,             0.00028743,             0.00028743
                    189,                0.45493,                0.31434,                0.85881,                0.99086,                0.96154,                0.96993,                0.82939,                 1.0445,                0.47363,                0.92978,             0.00028653,             0.00028653,             0.00028653
                    190,                0.42461,                0.31367,                0.84726,                0.99099,                0.96154,                0.97092,                0.83059,                 1.0558,                 0.4443,                0.90048,             0.00028563,             0.00028563,             0.00028563
                    191,                0.42167,                0.30847,                0.85434,                0.99148,                0.96154,                0.98528,                0.83088,                0.96127,                0.40733,                0.90352,             0.00028473,             0.00028473,             0.00028473
                    192,                0.42438,                0.30955,                0.85883,                0.98706,                0.96154,                 0.9691,                0.81473,                 1.0443,                0.49873,                0.87279,             0.00028383,             0.00028383,             0.00028383
                    193,                0.42247,                0.29987,                0.85461,                0.98914,                0.96154,                 0.9678,                0.82351,                0.84934,                0.48297,                0.84848,             0.00028293,             0.00028293,             0.00028293
                    194,                0.41676,                0.30448,                 0.8498,                0.99466,                0.96154,                0.96336,                 0.8304,                0.84327,                 0.4953,                0.85156,             0.00028203,             0.00028203,             0.00028203
                    195,                0.42955,                0.30792,                0.85503,                 0.9872,                0.96154,                0.96496,                0.83146,                0.88763,                0.48313,                0.85328,             0.00028113,             0.00028113,             0.00028113
                    196,                0.42119,                0.31224,                 0.8488,                0.99351,                0.96154,                0.96662,                0.82315,                0.95481,                0.51094,                 0.9031,             0.00028023,             0.00028023,             0.00028023
                    197,                0.41411,                 0.3047,                0.84628,                0.99136,                0.96154,                 0.9925,                0.83953,                0.95324,                0.45633,                0.88837,             0.00027932,             0.00027932,             0.00027932
                    198,                0.41635,                0.31199,                0.85325,                0.99158,                0.96154,                0.99033,                0.84373,                0.94932,                0.51337,                0.89956,             0.00027842,             0.00027842,             0.00027842
                    199,                0.42843,                0.32321,                0.85671,                      1,                0.96357,                  0.995,                0.85312,                 1.0311,                0.51546,                0.89124,             0.00027752,             0.00027752,             0.00027752
                    200,                0.41127,                0.29701,                0.84787,                0.99315,                0.96154,                0.99033,                0.84293,                 1.1368,                0.60814,                0.95712,             0.00027662,             0.00027662,             0.00027662
                    201,                0.41386,                0.31105,                0.85177,                 0.9907,                0.96154,                0.98528,                0.83916,                0.99522,                  0.532,                0.91464,             0.00027572,             0.00027572,             0.00027572
                    202,                0.41178,                 0.3106,                0.85349,                0.99308,                0.96154,                0.98844,                0.82905,                0.93928,                0.45291,                0.93705,             0.00027482,             0.00027482,             0.00027482
                    203,                0.40961,                0.29606,                0.85079,                0.98972,                 0.9776,                  0.995,                0.85227,                0.94153,                0.48505,                0.91055,             0.00027392,             0.00027392,             0.00027392
                    204,                0.41465,                 0.2972,                0.84144,                0.99199,                0.96154,                0.99033,                0.85149,                 1.0362,                0.50439,                0.92394,             0.00027302,             0.00027302,             0.00027302
                    205,                 0.4031,                0.29089,                0.84626,                 0.9922,                0.96154,                0.98528,                0.84374,                  1.134,                0.59917,                 1.0178,             0.00027212,             0.00027212,             0.00027212
                    206,                0.40798,                0.29419,                0.84446,                0.99237,                0.96154,                0.97456,                0.83266,                0.96861,                0.46871,                0.91277,             0.00027122,             0.00027122,             0.00027122
                    207,                0.40527,                0.29134,                0.84481,                0.99152,                0.96154,                 0.9925,                0.86046,                0.94648,                 0.4127,                0.92746,             0.00027032,             0.00027032,             0.00027032
                    208,                0.39126,                0.28853,                0.83787,                 0.9634,                0.95929,                0.97828,                0.86161,                0.84553,                0.39582,                0.88685,             0.00026941,             0.00026941,             0.00026941
                    209,                  0.396,                  0.284,                0.84235,                0.97152,                0.96154,                0.97205,                 0.8703,                0.78998,                0.42029,                0.89644,             0.00026851,             0.00026851,             0.00026851
                    210,                0.42256,                 0.3053,                0.85663,                0.99265,                0.96154,                0.97149,                0.85722,                0.89874,                0.49288,                0.91666,             0.00026761,             0.00026761,             0.00026761
                    211,                0.40618,                0.29657,                0.84158,                0.99101,                0.96154,                0.97149,                 0.8318,                  1.021,                0.55079,                0.91526,             0.00026671,             0.00026671,             0.00026671
                    212,                0.40226,                0.28959,                0.84243,                0.99197,                0.96154,                 0.9691,                0.86083,                0.99585,                0.48311,                0.87893,             0.00026581,             0.00026581,             0.00026581
                    213,                0.40716,                0.29338,                 0.8463,                0.99259,                0.96154,                 0.9691,                0.81742,                0.90847,                0.45156,                0.88824,             0.00026491,             0.00026491,             0.00026491
                    214,                0.42804,                0.32095,                0.86321,                0.99384,                0.96154,                0.96874,                0.82918,                0.86232,                0.40373,                0.92413,             0.00026401,             0.00026401,             0.00026401
                    215,                0.40747,                0.29364,                0.85136,                0.99088,                0.96154,                 0.9695,                0.84095,                0.85913,                0.38335,                0.93502,             0.00026311,             0.00026311,             0.00026311
                    216,                 0.4114,                0.30182,                  0.841,                0.99291,                0.96154,                0.97213,                0.82305,                0.97621,                0.47043,                0.93221,             0.00026221,             0.00026221,             0.00026221
                    217,                0.40138,                0.28965,                0.84417,                0.99163,                0.96154,                 0.9704,                0.84083,                 1.0682,                0.55242,                 0.9607,             0.00026131,             0.00026131,             0.00026131
                    218,                0.38519,                0.28273,                0.84511,                0.99265,                0.96154,                0.97456,                0.85599,                0.91382,                0.46573,                0.90378,             0.00026041,             0.00026041,             0.00026041
                    219,                0.38611,                  0.281,                0.84086,                0.99179,                0.96154,                0.97213,                0.84751,                0.93157,                0.48205,                0.88825,              0.0002595,              0.0002595,              0.0002595
                    220,                0.40303,                 0.3039,                 0.8482,                0.99005,                0.96154,                 0.9704,                0.83486,                0.95658,                 0.5106,                0.91966,              0.0002586,              0.0002586,              0.0002586
                    221,                0.39059,                0.27935,                0.83421,                 0.9931,                0.96154,                0.97092,                0.81488,                0.99477,                0.45005,                0.98535,              0.0002577,              0.0002577,              0.0002577
                    222,                 0.3965,                0.28983,                0.84347,                0.99295,                0.96154,                0.97092,                0.82917,                0.97292,                0.42061,                0.99708,              0.0002568,              0.0002568,              0.0002568
                    223,                0.42459,                0.30411,                0.85394,                0.99124,                0.96154,                 0.9691,                0.81529,                 1.0505,                0.46638,                 1.0288,              0.0002559,              0.0002559,              0.0002559
                    224,                0.40831,                0.29263,                0.84691,                0.99324,                0.96154,                0.96993,                0.82452,                0.88186,                0.39857,                0.93432,               0.000255,               0.000255,               0.000255
                    225,                0.39705,                 0.2902,                0.85264,                0.99314,                0.96154,                 0.9691,                0.83437,                0.92629,                0.48032,                 0.9517,              0.0002541,              0.0002541,              0.0002541
                    226,                0.37362,                 0.2755,                0.83862,                0.99316,                0.96154,                0.97213,                0.85716,                0.92413,                0.48046,                 0.9684,              0.0002532,              0.0002532,              0.0002532
                    227,                0.37369,                0.27329,                  0.836,                0.99305,                0.96154,                0.97149,                0.87048,                0.81854,                0.41422,                0.95211,              0.0002523,              0.0002523,              0.0002523
                    228,                0.39021,                0.28627,                0.84148,                0.99308,                0.96154,                0.97092,                0.85463,                0.83369,                0.42945,                0.93406,              0.0002514,              0.0002514,              0.0002514
                    229,                 0.3853,                0.27243,                0.83822,                 0.9936,                0.96154,                 0.9695,                0.82836,                0.89423,                0.41668,                0.96953,              0.0002505,              0.0002505,              0.0002505
                    230,                0.37781,                0.27894,                0.83471,                0.99285,                0.96154,                0.96753,                0.84596,                0.90273,                0.41523,                0.99499,             0.00024959,             0.00024959,             0.00024959
                    231,                0.38889,                0.28232,                0.83784,                0.96968,                0.95959,                 0.9687,                0.83754,                 1.0188,                0.41971,                0.98781,             0.00024869,             0.00024869,             0.00024869
                    232,                0.38669,                0.28605,                0.84264,                0.97431,                0.96154,                0.96385,                0.83081,                0.94356,                0.38748,                0.98611,             0.00024779,             0.00024779,             0.00024779
                    233,                0.39356,                0.29422,                0.84893,                0.99303,                0.96154,                0.96607,                0.84025,                0.94357,                0.37972,                  1.009,             0.00024689,             0.00024689,             0.00024689
                    234,                0.38638,                0.28255,                0.83904,                0.99316,                0.96154,                0.96874,                0.83225,                0.92243,                 0.3598,                 1.0055,             0.00024599,             0.00024599,             0.00024599
                    235,                0.38765,                0.27959,                0.83136,                 0.9722,                0.96118,                0.96993,                0.82898,                 0.8991,                0.41314,                0.96722,             0.00024509,             0.00024509,             0.00024509
                    236,                0.39146,                0.29374,                0.84582,                0.99123,                0.96154,                0.96683,                0.83988,                 0.8273,                0.37023,                0.93726,             0.00024419,             0.00024419,             0.00024419
                    237,                0.38945,                0.27678,                0.84295,                 0.9923,                0.96154,                 0.9695,                0.83062,                0.82536,                0.38102,                0.92311,             0.00024329,             0.00024329,             0.00024329
                    238,                 0.3805,                 0.2893,                0.84595,                0.99221,                0.96154,                 0.9695,                0.83087,                0.89428,                0.43567,                0.94264,             0.00024239,             0.00024239,             0.00024239
                    239,                0.38081,                0.29156,                0.84271,                0.99307,                0.96154,                0.96874,                0.82638,                0.92494,                0.48705,                 0.9823,             0.00024149,             0.00024149,             0.00024149
                    240,                0.38365,                0.28181,                 0.8434,                0.99245,                0.96154,                0.98068,                0.82008,                 1.0697,                0.67587,                 1.1525,             0.00024059,             0.00024059,             0.00024059
                    241,                0.38242,                0.27391,                0.84182,                0.99365,                0.96154,                0.97365,                0.83006,                0.92181,                  0.495,                0.95621,             0.00023968,             0.00023968,             0.00023968
                    242,                0.37337,                0.28287,                0.83692,                0.99282,                0.96154,                 0.9756,                0.84856,                0.92186,                0.49388,                0.91813,             0.00023878,             0.00023878,             0.00023878
                    243,                0.37314,                 0.2714,                0.82916,                0.99254,                0.96154,                 0.9704,                0.80962,                 1.0997,                0.67759,                 1.0896,             0.00023788,             0.00023788,             0.00023788
                    244,                0.37907,                 0.2732,                 0.8421,                 0.9925,                0.96154,                 0.9704,                0.83283,                0.88055,                0.42184,                0.95604,             0.00023698,             0.00023698,             0.00023698
                    245,                0.36624,                0.26825,                 0.8395,                0.99327,                0.96154,                0.97092,                0.84446,                0.81848,                0.38238,                0.87983,             0.00023608,             0.00023608,             0.00023608
                    246,                0.37749,                0.26984,                 0.8417,                0.99017,                0.96154,                0.97092,                0.84424,                0.89056,                0.43746,                0.89652,             0.00023518,             0.00023518,             0.00023518
                    247,                0.38682,                0.27711,                0.83986,                0.99036,                0.96154,                0.96993,                0.83464,                0.94079,                0.59375,                0.94908,             0.00023428,             0.00023428,             0.00023428
                    248,                0.37645,                0.26787,                0.83129,                0.99222,                0.96154,                0.99033,                0.84806,                0.86656,                0.45866,                0.89887,             0.00023338,             0.00023338,             0.00023338
                    249,                0.36799,                0.26389,                0.83348,                0.99206,                0.96154,                0.96607,                0.83599,                0.91913,                  0.491,                 0.8848,             0.00023248,             0.00023248,             0.00023248
                    250,                0.36457,                0.26454,                0.83545,                0.99099,                0.96154,                0.97896,                0.84053,                0.99416,                0.50121,                0.91541,             0.00023158,             0.00023158,             0.00023158
                    251,                0.36547,                 0.2641,                 0.8285,                0.99338,                0.96154,                0.98676,                0.86174,                0.97925,                0.48156,                0.97671,             0.00023068,             0.00023068,             0.00023068
                    252,                0.37209,                0.26789,                0.83533,                0.99352,                0.96083,                0.97285,                0.84696,                 1.0369,                0.48679,                 1.0492,             0.00022978,             0.00022978,             0.00022978
                    253,                0.37896,                0.27103,                0.83705,                0.99534,                0.95888,                0.97285,                0.83756,                0.96115,                 0.4691,                0.98109,             0.00022887,             0.00022887,             0.00022887
                    254,                0.37209,                0.28047,                0.84192,                 0.9956,                0.96106,                0.97149,                0.84014,                0.87848,                0.43533,                 0.9239,             0.00022797,             0.00022797,             0.00022797
                    255,                0.38156,                0.27487,                0.84149,                0.97297,                0.93788,                0.96913,                0.83898,                0.85249,                0.45172,                0.90277,             0.00022707,             0.00022707,             0.00022707
                    256,                0.37433,                0.26631,                0.83737,                0.99207,                0.96154,                0.96874,                0.82579,                0.90738,                0.48714,                 0.9083,             0.00022617,             0.00022617,             0.00022617
                    257,                0.36169,                0.25828,                0.82958,                0.99191,                0.96154,                 0.9704,                0.83383,                0.89788,                0.41447,                 0.9178,             0.00022527,             0.00022527,             0.00022527
                    258,                0.35228,                0.25657,                0.82685,                0.99154,                0.96154,                0.97285,                0.82799,                0.98926,                0.46575,                0.96624,             0.00022437,             0.00022437,             0.00022437
                    259,                0.34248,                0.25253,                0.83334,                0.99567,                0.95532,                0.97092,                0.82884,                0.96631,                0.47718,                0.94855,             0.00022347,             0.00022347,             0.00022347
                    260,                0.36086,                0.26467,                0.83746,                0.99267,                0.96154,                 0.9704,                0.82931,                 1.0053,                0.50883,                0.97867,             0.00022257,             0.00022257,             0.00022257
                    261,                0.36285,                 0.2634,                0.83314,                0.97055,                0.95978,                0.96874,                0.83458,                0.92402,                0.41068,                0.97894,             0.00022167,             0.00022167,             0.00022167
                    262,                0.35166,                0.25197,                0.83218,                0.99429,                0.96154,                 0.9678,                0.83337,                0.98156,                0.51313,                0.98322,             0.00022077,             0.00022077,             0.00022077
                    263,                0.35927,                0.26272,                0.83616,                0.99262,                0.96154,                0.97149,                0.84208,                0.96428,                0.49148,                0.95612,             0.00021987,             0.00021987,             0.00021987
                    264,                0.37027,                0.26445,                0.83494,                0.99251,                0.96154,                0.97149,                0.82325,                 1.0422,                0.53245,                  1.009,             0.00021896,             0.00021896,             0.00021896
                    265,                0.34938,                0.25102,                0.82696,                0.96251,                0.95594,                0.97012,                0.85501,                0.95571,                0.48036,                0.99241,             0.00021806,             0.00021806,             0.00021806
                    266,                0.35226,                0.25371,                 0.8273,                0.97179,                0.92308,                0.96554,                0.83082,                0.85463,                0.44844,                 0.9372,             0.00021716,             0.00021716,             0.00021716
                    267,                0.36028,                0.26305,                0.84238,                0.96813,                0.95921,                0.97365,                0.83932,                0.89836,                0.47498,                 0.9237,             0.00021626,             0.00021626,             0.00021626
                    268,                0.35659,                0.26179,                0.83289,                0.99238,                0.96154,                0.98844,                0.85822,                0.90012,                0.47526,                0.95178,             0.00021536,             0.00021536,             0.00021536
                    269,                0.36248,                 0.2693,                0.83458,                0.99265,                0.96154,                0.98844,                0.85538,                 0.9151,                0.43766,                0.94974,             0.00021446,             0.00021446,             0.00021446
                    270,                0.34678,                0.25035,                0.82738,                0.99264,                0.96154,                0.97285,                0.82682,                0.84662,                0.36374,                0.95144,             0.00021356,             0.00021356,             0.00021356
                    271,                0.34766,                0.25514,                 0.8228,                0.99167,                0.96154,                0.97365,                0.82598,                0.91795,                0.36297,                0.95932,             0.00021266,             0.00021266,             0.00021266
                    272,                0.34164,                 0.2433,                0.83372,                0.99221,                0.96154,                0.96993,                0.82894,                0.96538,                 0.4317,                 0.9665,             0.00021176,             0.00021176,             0.00021176
                    273,                0.34846,                0.25915,                0.83193,                0.99226,                0.96154,                0.97092,                0.84013,                0.96332,                0.51809,                0.97529,             0.00021086,             0.00021086,             0.00021086
                    274,                0.33473,                0.24645,                0.83507,                0.99234,                0.96154,                0.96874,                0.83399,                0.97574,                0.46361,                0.97126,             0.00020996,             0.00020996,             0.00020996
                    275,                0.32914,                0.24116,                0.82922,                0.99021,                0.96154,                0.96874,                0.81969,                 1.0173,                0.50659,                0.96792,             0.00020905,             0.00020905,             0.00020905
                    276,                0.34881,                 0.2456,                0.82981,                0.99007,                0.96154,                 0.9684,                0.80935,                0.95936,                  0.543,                0.96887,             0.00020815,             0.00020815,             0.00020815
                    277,                0.35201,                 0.2551,                0.83402,                0.99213,                0.96154,                0.96575,                0.82285,                0.96908,                0.50188,                0.95928,             0.00020725,             0.00020725,             0.00020725
                    278,                0.35086,                 0.2524,                0.82292,                0.99299,                0.96154,                0.98068,                0.83219,                0.95674,                0.49915,                0.94797,             0.00020635,             0.00020635,             0.00020635
                    279,                0.34028,                0.25132,                0.82938,                0.99351,                0.96154,                0.98676,                 0.8272,                 1.0614,                0.54394,                 1.0448,             0.00020545,             0.00020545,             0.00020545
                    280,                0.34009,                0.25176,                0.83237,                0.99083,                0.96154,                0.99033,                0.84044,                 1.0433,                0.55593,                 1.0749,             0.00020455,             0.00020455,             0.00020455
                    281,                0.33806,                0.24493,                0.82607,                 0.9902,                0.96154,                0.99033,                0.83223,                 1.0001,                0.54359,                 1.0378,             0.00020365,             0.00020365,             0.00020365
                    282,                0.34106,                0.24872,                0.83042,                0.99285,                0.96154,                0.98395,                0.83515,                0.95354,                0.47436,                 1.0032,             0.00020275,             0.00020275,             0.00020275
                    283,                0.33724,                0.24518,                0.82688,                0.99008,                0.96154,                0.97149,                0.83003,                0.92929,                0.54597,                 1.0553,             0.00020185,             0.00020185,             0.00020185
                    284,                0.34543,                0.25035,                0.84012,                0.99166,                0.96154,                0.98395,                0.83817,                 1.1782,                0.51844,                 1.7013,             0.00020095,             0.00020095,             0.00020095
                    285,                0.34052,                0.24974,                0.82921,                0.99063,                0.96154,                0.97149,                0.81188,                 1.1878,                0.57209,                 1.6494,             0.00020005,             0.00020005,             0.00020005
                    286,                0.33703,                0.24774,                0.82623,                0.99292,                0.96154,                0.97213,                0.83387,                0.94502,                0.50091,                 1.0142,             0.00019914,             0.00019914,             0.00019914
                    287,                0.33858,                0.24603,                0.82462,                0.97326,                 0.9611,                0.97133,                0.82555,                0.96942,                0.53493,                0.99569,             0.00019824,             0.00019824,             0.00019824
                    288,                0.33639,                0.25052,                0.82427,                0.97312,                 0.9611,                 0.9917,                0.85008,                0.92244,                0.58572,                 1.0491,             0.00019734,             0.00019734,             0.00019734
                    289,                0.34173,                0.24413,                 0.8305,                0.98192,                0.98231,                  0.995,                0.85489,                 1.1543,                0.51171,                 1.6928,             0.00019644,             0.00019644,             0.00019644
                    290,                0.32712,                0.23794,                  0.829,                0.99356,                0.96154,                 0.9925,                0.85757,                0.95855,                0.56805,                 1.0539,             0.00019554,             0.00019554,             0.00019554
                    291,                0.33721,                0.24779,                0.83019,                0.99437,                0.96154,                0.98676,                0.85326,                 1.0751,                0.76974,                 1.1655,             0.00019464,             0.00019464,             0.00019464
                    292,                0.32141,                0.23768,                0.81905,                0.99382,                0.96154,                0.98528,                0.82761,                 1.2166,                0.58173,                 1.6432,             0.00019374,             0.00019374,             0.00019374
                    293,                0.33058,                0.24747,                0.82224,                0.99348,                0.96154,                0.98167,                0.81024,                  1.204,                0.57773,                 1.5647,             0.00019284,             0.00019284,             0.00019284
                    294,                0.32576,                0.24183,                0.82556,                 0.9942,                0.96154,                0.98395,                0.82171,                 1.1878,                0.56827,                 1.6005,             0.00019194,             0.00019194,             0.00019194
                    295,                 0.3283,                0.23819,                0.82545,                 0.9938,                0.96154,                0.97092,                0.82386,                 1.1989,                0.55338,                 1.4966,             0.00019104,             0.00019104,             0.00019104
                    296,                0.33671,                0.24313,                0.82439,                0.99401,                0.96154,                0.98676,                0.82424,                 1.1702,                 0.6268,                 1.3651,             0.00019014,             0.00019014,             0.00019014
                    297,                0.33293,                0.24047,                0.83037,                0.99371,                0.96154,                0.98528,                0.82358,                 1.2004,                0.53884,                  1.708,             0.00018923,             0.00018923,             0.00018923
                    298,                0.33752,                0.24721,                0.83798,                0.99363,                0.96154,                 0.9925,                0.82587,                  1.188,                0.62617,                 1.3266,             0.00018833,             0.00018833,             0.00018833
                    299,                0.32682,                0.23702,                0.82381,                 0.9939,                0.96154,                 0.9925,                0.82561,                 1.0476,                0.56707,                 1.0334,             0.00018743,             0.00018743,             0.00018743
                    300,                0.32882,                0.24433,                0.81802,                0.99366,                0.96154,                0.98528,                0.82356,                 1.2959,                0.53612,                  1.462,             0.00018653,             0.00018653,             0.00018653
                    301,                0.33417,                0.24788,                 0.8345,                0.99359,                0.96154,                 0.9704,                0.82934,                 1.0528,                0.56908,                  1.072,             0.00018563,             0.00018563,             0.00018563
                    302,                0.33016,                0.23963,                0.82608,                0.99375,                0.96154,                 0.9925,                0.84043,                 1.0602,                0.59597,                 1.0369,             0.00018473,             0.00018473,             0.00018473
                    303,                0.32695,                0.23304,                0.82456,                0.98117,                0.99163,                  0.995,                0.83258,                 1.0679,                0.60454,                 1.0799,             0.00018383,             0.00018383,             0.00018383
                    304,                0.33413,                0.23653,                0.82451,                0.99581,                0.97022,                  0.995,                 0.8559,                 1.0008,                0.54124,                 1.0572,             0.00018293,             0.00018293,             0.00018293
                    305,                0.32978,                0.24446,                0.82551,                0.99365,                0.96154,                0.98844,                0.82776,                  1.023,                0.59395,                 1.0582,             0.00018203,             0.00018203,             0.00018203
                    306,                0.31864,                0.23287,                0.81364,                0.99314,                0.96154,                0.96809,                0.81942,                0.98974,                0.56771,                 1.0418,             0.00018113,             0.00018113,             0.00018113
                    307,                0.33116,                0.24374,                0.82612,                0.99383,                0.96154,                 0.9691,                0.81785,                0.95928,                0.43718,                  1.034,             0.00018023,             0.00018023,             0.00018023
                    308,                0.32406,                0.24166,                0.82123,                0.98896,                0.95691,                 0.9695,                0.81935,                0.99234,                0.46835,                 1.0211,             0.00017932,             0.00017932,             0.00017932
                    309,                0.31913,                0.23068,                0.81995,                0.96613,                0.95956,                0.96794,                0.82402,                0.96168,                0.49251,                0.97529,             0.00017842,             0.00017842,             0.00017842
                    310,                0.31744,                0.22952,                0.81984,                0.99543,                0.96154,                 0.9695,                0.82001,                0.98764,                0.53674,                 1.0408,             0.00017752,             0.00017752,             0.00017752
